next-deadline,ID,site1,autoID2,site2,site3,autoID3,site4,autoID4,site5,autoID5,Submittal Frequency,tasks,Worksheets,Performanc Frequency,Responsible Party1,Responsible Party2,Count of autoID1
"Friday, May 20, 2022",294,5900 westpark,1294,ne-service-center,se-service-center,1294,nw-service-center,1294,sw-service-center,1294,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 20, 2022",681,5900 westpark,1681,ne-service-center,se-service-center,1681,nw-service-center,1681,sw-service-center,1681,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, May 26, 2022",860,5900 westpark,1860,ne-service-center,se-service-center,1860,nw-service-center,1860,sw-service-center,1860,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, May 27, 2022",295,5900 westpark,1295,ne-service-center,se-service-center,1295,nw-service-center,1295,sw-service-center,1295,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 27, 2022",682,5900 westpark,1682,ne-service-center,se-service-center,1682,nw-service-center,1682,sw-service-center,1682,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, June 02, 2022",919,5900 westpark,1919,ne-service-center,se-service-center,1919,nw-service-center,1919,sw-service-center,1919,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, June 03, 2022",296,5900 westpark,1296,ne-service-center,se-service-center,1296,nw-service-center,1296,sw-service-center,1296,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 03, 2022",683,5900 westpark,1683,ne-service-center,se-service-center,1683,nw-service-center,1683,sw-service-center,1683,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 10, 2022",297,5900 westpark,1297,ne-service-center,se-service-center,1297,nw-service-center,1297,sw-service-center,1297,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 10, 2022",684,5900 westpark,1684,ne-service-center,se-service-center,1684,nw-service-center,1684,sw-service-center,1684,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 17, 2022",298,5900 westpark,1298,ne-service-center,se-service-center,1298,nw-service-center,1298,sw-service-center,1298,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 17, 2022",685,5900 westpark,1685,ne-service-center,se-service-center,1685,nw-service-center,1685,sw-service-center,1685,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, June 24, 2022",299,5900 westpark,1299,ne-service-center,se-service-center,1299,nw-service-center,1299,sw-service-center,1299,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, June 24, 2022",686,5900 westpark,1686,ne-service-center,se-service-center,1686,nw-service-center,1686,sw-service-center,1686,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Saturday, June 25, 2022",941,5900 westpark,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Semi-annual,Benchmark Monitoring,15-1,Semi-annual,GSD vendor,GSD vendor,1
"Monday, June 27, 2022",788,5900 westpark,1788,ne-service-center,se-service-center,1788,nw-service-center,1788,sw-service-center,1788,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, June 27, 2022",861,5900 westpark,1861,ne-service-center,se-service-center,1861,nw-service-center,1861,sw-service-center,1861,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Wednesday, June 29, 2022",886,5900 westpark,1886,ne-service-center,se-service-center,1886,nw-service-center,1886,sw-service-center,1886,Annual,Annual Site Inspection,"16,16-1, 16-2",Annual,All SWP3 team members,All SWP3 team members,1
"Wednesday, June 29, 2022",892,5900 westpark,1892,ne-service-center,se-service-center,1892,nw-service-center,1892,sw-service-center,1892,Annual,Annual Metal Monitoring,15-1,Annual,GSD vendor,GSD vendor,1
"Thursday, June 30, 2022",387,5900 westpark,1387,ne-service-center,se-service-center,1387,nw-service-center,1387,sw-service-center,1387,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, July 01, 2022",300,5900 westpark,1300,ne-service-center,se-service-center,1300,nw-service-center,1300,sw-service-center,1300,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 01, 2022",687,5900 westpark,1687,ne-service-center,se-service-center,1687,nw-service-center,1687,sw-service-center,1687,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 08, 2022",301,5900 westpark,1301,ne-service-center,se-service-center,1301,nw-service-center,1301,sw-service-center,1301,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 08, 2022",688,5900 westpark,1688,ne-service-center,se-service-center,1688,nw-service-center,1688,sw-service-center,1688,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 15, 2022",302,5900 westpark,1302,ne-service-center,se-service-center,1302,nw-service-center,1302,sw-service-center,1302,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 15, 2022",689,5900 westpark,1689,ne-service-center,se-service-center,1689,nw-service-center,1689,sw-service-center,1689,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, July 22, 2022",303,5900 westpark,1303,ne-service-center,se-service-center,1303,nw-service-center,1303,sw-service-center,1303,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 22, 2022",690,5900 westpark,1690,ne-service-center,se-service-center,1690,nw-service-center,1690,sw-service-center,1690,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, July 28, 2022",862,5900 westpark,1862,ne-service-center,se-service-center,1862,nw-service-center,1862,sw-service-center,1862,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, July 29, 2022",304,5900 westpark,1304,ne-service-center,se-service-center,1304,nw-service-center,1304,sw-service-center,1304,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, July 29, 2022",691,5900 westpark,1691,ne-service-center,se-service-center,1691,nw-service-center,1691,sw-service-center,1691,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 05, 2022",305,5900 westpark,1305,ne-service-center,se-service-center,1305,nw-service-center,1305,sw-service-center,1305,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 05, 2022",692,5900 westpark,1692,ne-service-center,se-service-center,1692,nw-service-center,1692,sw-service-center,1692,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 12, 2022",306,5900 westpark,1306,ne-service-center,se-service-center,1306,nw-service-center,1306,sw-service-center,1306,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 12, 2022",693,5900 westpark,1693,ne-service-center,se-service-center,1693,nw-service-center,1693,sw-service-center,1693,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, August 19, 2022",307,5900 westpark,1307,ne-service-center,se-service-center,1307,nw-service-center,1307,sw-service-center,1307,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 19, 2022",694,5900 westpark,1694,ne-service-center,se-service-center,1694,nw-service-center,1694,sw-service-center,1694,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, August 25, 2022",863,5900 westpark,1863,ne-service-center,se-service-center,1863,nw-service-center,1863,sw-service-center,1863,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, August 26, 2022",308,5900 westpark,1308,ne-service-center,se-service-center,1308,nw-service-center,1308,sw-service-center,1308,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, August 26, 2022",695,5900 westpark,1695,ne-service-center,se-service-center,1695,nw-service-center,1695,sw-service-center,1695,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Wednesday, August 31, 2022",920,5900 westpark,1920,ne-service-center,se-service-center,1920,nw-service-center,1920,sw-service-center,1920,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, September 02, 2022",309,5900 westpark,1309,ne-service-center,se-service-center,1309,nw-service-center,1309,sw-service-center,1309,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 02, 2022",696,5900 westpark,1696,ne-service-center,se-service-center,1696,nw-service-center,1696,sw-service-center,1696,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 09, 2022",310,5900 westpark,1310,ne-service-center,se-service-center,1310,nw-service-center,1310,sw-service-center,1310,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 09, 2022",697,5900 westpark,1697,ne-service-center,se-service-center,1697,nw-service-center,1697,sw-service-center,1697,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 16, 2022",311,5900 westpark,1311,ne-service-center,se-service-center,1311,nw-service-center,1311,sw-service-center,1311,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 16, 2022",698,5900 westpark,1698,ne-service-center,se-service-center,1698,nw-service-center,1698,sw-service-center,1698,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, September 23, 2022",312,5900 westpark,1312,ne-service-center,se-service-center,1312,nw-service-center,1312,sw-service-center,1312,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 23, 2022",699,5900 westpark,1699,ne-service-center,se-service-center,1699,nw-service-center,1699,sw-service-center,1699,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, September 26, 2022",789,5900 westpark,1789,ne-service-center,se-service-center,1789,nw-service-center,1789,sw-service-center,1789,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, September 26, 2022",864,5900 westpark,1864,ne-service-center,se-service-center,1864,nw-service-center,1864,sw-service-center,1864,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, September 30, 2022",313,5900 westpark,1313,ne-service-center,se-service-center,1313,nw-service-center,1313,sw-service-center,1313,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, September 30, 2022",388,5900 westpark,1388,ne-service-center,se-service-center,1388,nw-service-center,1388,sw-service-center,1388,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, September 30, 2022",700,5900 westpark,1700,ne-service-center,se-service-center,1700,nw-service-center,1700,sw-service-center,1700,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 07, 2022",314,5900 westpark,1314,ne-service-center,se-service-center,1314,nw-service-center,1314,sw-service-center,1314,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 07, 2022",701,5900 westpark,1701,ne-service-center,se-service-center,1701,nw-service-center,1701,sw-service-center,1701,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 14, 2022",315,5900 westpark,1315,ne-service-center,se-service-center,1315,nw-service-center,1315,sw-service-center,1315,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 14, 2022",702,5900 westpark,1702,ne-service-center,se-service-center,1702,nw-service-center,1702,sw-service-center,1702,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, October 21, 2022",316,5900 westpark,1316,ne-service-center,se-service-center,1316,nw-service-center,1316,sw-service-center,1316,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 21, 2022",703,5900 westpark,1703,ne-service-center,se-service-center,1703,nw-service-center,1703,sw-service-center,1703,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, October 27, 2022",865,5900 westpark,1865,ne-service-center,se-service-center,1865,nw-service-center,1865,sw-service-center,1865,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, October 28, 2022",317,5900 westpark,1317,ne-service-center,se-service-center,1317,nw-service-center,1317,sw-service-center,1317,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, October 28, 2022",704,5900 westpark,1704,ne-service-center,se-service-center,1704,nw-service-center,1704,sw-service-center,1704,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 04, 2022",318,5900 westpark,1318,ne-service-center,se-service-center,1318,nw-service-center,1318,sw-service-center,1318,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 04, 2022",705,5900 westpark,1705,ne-service-center,se-service-center,1705,nw-service-center,1705,sw-service-center,1705,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 11, 2022",319,5900 westpark,1319,ne-service-center,se-service-center,1319,nw-service-center,1319,sw-service-center,1319,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 11, 2022",706,5900 westpark,1706,ne-service-center,se-service-center,1706,nw-service-center,1706,sw-service-center,1706,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, November 18, 2022",320,5900 westpark,1320,ne-service-center,se-service-center,1320,nw-service-center,1320,sw-service-center,1320,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 18, 2022",707,5900 westpark,1707,ne-service-center,se-service-center,1707,nw-service-center,1707,sw-service-center,1707,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, November 24, 2022",866,5900 westpark,1866,ne-service-center,se-service-center,1866,nw-service-center,1866,sw-service-center,1866,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, November 25, 2022",321,5900 westpark,1321,ne-service-center,se-service-center,1321,nw-service-center,1321,sw-service-center,1321,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, November 25, 2022",708,5900 westpark,1708,ne-service-center,se-service-center,1708,nw-service-center,1708,sw-service-center,1708,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Tuesday, November 29, 2022",921,5900 westpark,1921,ne-service-center,se-service-center,1921,nw-service-center,1921,sw-service-center,1921,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, December 02, 2022",322,5900 westpark,1322,ne-service-center,se-service-center,1322,nw-service-center,1322,sw-service-center,1322,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 02, 2022",709,5900 westpark,1709,ne-service-center,se-service-center,1709,nw-service-center,1709,sw-service-center,1709,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 09, 2022",323,5900 westpark,1323,ne-service-center,se-service-center,1323,nw-service-center,1323,sw-service-center,1323,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 09, 2022",710,5900 westpark,1710,ne-service-center,se-service-center,1710,nw-service-center,1710,sw-service-center,1710,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 16, 2022",324,5900 westpark,1324,ne-service-center,se-service-center,1324,nw-service-center,1324,sw-service-center,1324,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 16, 2022",711,5900 westpark,1711,ne-service-center,se-service-center,1711,nw-service-center,1711,sw-service-center,1711,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, December 23, 2022",325,5900 westpark,1325,ne-service-center,se-service-center,1325,nw-service-center,1325,sw-service-center,1325,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 23, 2022",712,5900 westpark,1712,ne-service-center,se-service-center,1712,nw-service-center,1712,sw-service-center,1712,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, December 26, 2022",790,5900 westpark,1790,ne-service-center,se-service-center,1790,nw-service-center,1790,sw-service-center,1790,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, December 26, 2022",867,5900 westpark,1867,ne-service-center,se-service-center,1867,nw-service-center,1867,sw-service-center,1867,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Tuesday, December 27, 2022",942,5900 westpark,(blank),(blank),(blank),(blank),(blank),(blank),(blank),(blank),Semi-annual,Benchmark Monitoring,15-1,Semi-annual,GSD vendor,GSD vendor,1
"Friday, December 30, 2022",326,5900 westpark,1326,ne-service-center,se-service-center,1326,nw-service-center,1326,sw-service-center,1326,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, December 30, 2022",713,5900 westpark,1713,ne-service-center,se-service-center,1713,nw-service-center,1713,sw-service-center,1713,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Saturday, December 31, 2022",389,5900 westpark,1389,ne-service-center,se-service-center,1389,nw-service-center,1389,sw-service-center,1389,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, January 06, 2023",327,5900 westpark,1327,ne-service-center,se-service-center,1327,nw-service-center,1327,sw-service-center,1327,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 06, 2023",714,5900 westpark,1714,ne-service-center,se-service-center,1714,nw-service-center,1714,sw-service-center,1714,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, January 13, 2023",328,5900 westpark,1328,ne-service-center,se-service-center,1328,nw-service-center,1328,sw-service-center,1328,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 13, 2023",715,5900 westpark,1715,ne-service-center,se-service-center,1715,nw-service-center,1715,sw-service-center,1715,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, January 20, 2023",329,5900 westpark,1329,ne-service-center,se-service-center,1329,nw-service-center,1329,sw-service-center,1329,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 20, 2023",716,5900 westpark,1716,ne-service-center,se-service-center,1716,nw-service-center,1716,sw-service-center,1716,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, January 26, 2023",868,5900 westpark,1868,ne-service-center,se-service-center,1868,nw-service-center,1868,sw-service-center,1868,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, January 27, 2023",330,5900 westpark,1330,ne-service-center,se-service-center,1330,nw-service-center,1330,sw-service-center,1330,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, January 27, 2023",717,5900 westpark,1717,ne-service-center,se-service-center,1717,nw-service-center,1717,sw-service-center,1717,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 03, 2023",331,5900 westpark,1331,ne-service-center,se-service-center,1331,nw-service-center,1331,sw-service-center,1331,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 03, 2023",718,5900 westpark,1718,ne-service-center,se-service-center,1718,nw-service-center,1718,sw-service-center,1718,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 10, 2023",332,5900 westpark,1332,ne-service-center,se-service-center,1332,nw-service-center,1332,sw-service-center,1332,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 10, 2023",719,5900 westpark,1719,ne-service-center,se-service-center,1719,nw-service-center,1719,sw-service-center,1719,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, February 17, 2023",333,5900 westpark,1333,ne-service-center,se-service-center,1333,nw-service-center,1333,sw-service-center,1333,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 17, 2023",720,5900 westpark,1720,ne-service-center,se-service-center,1720,nw-service-center,1720,sw-service-center,1720,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, February 23, 2023",869,5900 westpark,1869,ne-service-center,se-service-center,1869,nw-service-center,1869,sw-service-center,1869,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, February 24, 2023",334,5900 westpark,1334,ne-service-center,se-service-center,1334,nw-service-center,1334,sw-service-center,1334,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, February 24, 2023",721,5900 westpark,1721,ne-service-center,se-service-center,1721,nw-service-center,1721,sw-service-center,1721,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, February 27, 2023",922,5900 westpark,1922,ne-service-center,se-service-center,1922,nw-service-center,1922,sw-service-center,1922,Quarterly,Quarterly Truck Wash,(blank),Quarterly,Q Environmental,to be determined,1
"Friday, March 03, 2023",335,5900 westpark,1335,ne-service-center,se-service-center,1335,nw-service-center,1335,sw-service-center,1335,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 03, 2023",722,5900 westpark,1722,ne-service-center,se-service-center,1722,nw-service-center,1722,sw-service-center,1722,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, March 10, 2023",336,5900 westpark,1336,ne-service-center,se-service-center,1336,nw-service-center,1336,sw-service-center,1336,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 10, 2023",723,5900 westpark,1723,ne-service-center,se-service-center,1723,nw-service-center,1723,sw-service-center,1723,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, March 17, 2023",337,5900 westpark,1337,ne-service-center,se-service-center,1337,nw-service-center,1337,sw-service-center,1337,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 17, 2023",724,5900 westpark,1724,ne-service-center,se-service-center,1724,nw-service-center,1724,sw-service-center,1724,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, March 24, 2023",338,5900 westpark,1338,ne-service-center,se-service-center,1338,nw-service-center,1338,sw-service-center,1338,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 24, 2023",725,5900 westpark,1725,ne-service-center,se-service-center,1725,nw-service-center,1725,sw-service-center,1725,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Monday, March 27, 2023",791,5900 westpark,1791,ne-service-center,se-service-center,1791,nw-service-center,1791,sw-service-center,1791,Quarterly,Quarterly Periodic Inspection,13,Quarterly,Project Manager,Chief of Staff,1
"Monday, March 27, 2023",870,5900 westpark,1870,ne-service-center,se-service-center,1870,nw-service-center,1870,sw-service-center,1870,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, March 31, 2023",339,5900 westpark,1339,ne-service-center,se-service-center,1339,nw-service-center,1339,sw-service-center,1339,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, March 31, 2023",390,5900 westpark,1390,ne-service-center,se-service-center,1390,nw-service-center,1390,sw-service-center,1390,Quarterly,Visual Monitoring,15,Quarterly,Yard Man,onsite DAD,1
"Friday, March 31, 2023",726,5900 westpark,1726,ne-service-center,se-service-center,1726,nw-service-center,1726,sw-service-center,1726,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 07, 2023",340,5900 westpark,1340,ne-service-center,se-service-center,1340,nw-service-center,1340,sw-service-center,1340,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 07, 2023",727,5900 westpark,1727,ne-service-center,se-service-center,1727,nw-service-center,1727,sw-service-center,1727,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 14, 2023",341,5900 westpark,1341,ne-service-center,se-service-center,1341,nw-service-center,1341,sw-service-center,1341,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 14, 2023",728,5900 westpark,1728,ne-service-center,se-service-center,1728,nw-service-center,1728,sw-service-center,1728,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, April 21, 2023",342,5900 westpark,1342,ne-service-center,se-service-center,1342,nw-service-center,1342,sw-service-center,1342,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 21, 2023",729,5900 westpark,1729,ne-service-center,se-service-center,1729,nw-service-center,1729,sw-service-center,1729,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, April 27, 2023",871,5900 westpark,1871,ne-service-center,se-service-center,1871,nw-service-center,1871,sw-service-center,1871,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, April 28, 2023",343,5900 westpark,1343,ne-service-center,se-service-center,1343,nw-service-center,1343,sw-service-center,1343,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, April 28, 2023",730,5900 westpark,1730,ne-service-center,se-service-center,1730,nw-service-center,1730,sw-service-center,1730,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, May 05, 2023",344,5900 westpark,1344,ne-service-center,se-service-center,1344,nw-service-center,1344,sw-service-center,1344,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 05, 2023",731,5900 westpark,1731,ne-service-center,se-service-center,1731,nw-service-center,1731,sw-service-center,1731,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, May 12, 2023",345,5900 westpark,1345,ne-service-center,se-service-center,1345,nw-service-center,1345,sw-service-center,1345,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 12, 2023",732,5900 westpark,1732,ne-service-center,se-service-center,1732,nw-service-center,1732,sw-service-center,1732,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Friday, May 19, 2023",346,5900 westpark,1346,ne-service-center,se-service-center,1346,nw-service-center,1346,sw-service-center,1346,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 19, 2023",733,5900 westpark,1733,ne-service-center,se-service-center,1733,nw-service-center,1733,sw-service-center,1733,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
"Thursday, May 25, 2023",872,5900 westpark,1872,ne-service-center,se-service-center,1872,nw-service-center,1872,sw-service-center,1872,Monthly,Oil Water Separator Maintenance,none,Monthly,Q Environmental,to be determined,1
"Friday, May 26, 2023",347,5900 westpark,1347,ne-service-center,se-service-center,1347,nw-service-center,1347,sw-service-center,1347,Weekly,"Spill response, inventory log",8,Daily,Yard Man,maint Sr. Superintendent,1
"Friday, May 26, 2023",734,5900 westpark,1734,ne-service-center,se-service-center,1734,nw-service-center,1734,sw-service-center,1734,Weekly,Routine Facility Inspection,7,Daily,Yard Man,onsite DAD,1
